species_name,species_name_canonical,species_role,sdm_needed_for_disease,sdm_available,sdm_species,run_status,run_priority,occurrence_method,gbif_occurrence_method,start_year,end_year,min_points,disease_count,disease_names,pilot_include_disease_names,analysis_unit_ids,host_phylum,host_class,host_order,host_family,host_in_gonzalos_list,has_pilot_disease,has_pilot_include_disease,Not_specified,PCR_Sequencing,Isolation_Observation,Antibodies,Any_PCR_Or_Observation,first_pass_eligible,eligibility_status,eligibility_reasons,taxonomy_review_needed,taxonomy_review_reason,taxonomy_override_applied,taxonomy_override_notes,existing_model_path,occurrence_status,occurrence_rows_raw,occurrence_rows_clean,passes_min_points,gbif_occurrence_path,local_occurrence_path,combined_occurrence_path,model_status,model_output_path,synonym_review_status,synonym_notes,notes
Mops condylurus,Mops condylurus,host,yes,FALSE,Mops condylurus,occurrences_ready,76,gbif-download,gbif-download,2000,2026,20,3,Ebola virus disease; West Nile fever; Zika virus disease,Ebola virus disease; West Nile fever; Zika virus disease,,Chordata,Mammalia,Chiroptera,Molossidae,FALSE,TRUE,TRUE,0,0,0,3,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,410,270,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Mops_condylurus/gbif-download/cleaned/Mops_condylurus_cleaned.csv,,,not_run,,not_audited,,
Rattus exulans,Rattus exulans,host,yes,FALSE,Rattus exulans,occurrences_ready,77,gbif-download,gbif-download,2000,2026,20,3,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,3,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,736,546,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Rattus_exulans/gbif-download/cleaned/Rattus_exulans_cleaned.csv,,,not_run,,not_audited,,
Delphinapterus leucas,Delphinapterus leucas,host,yes,FALSE,Delphinapterus leucas,occurrences_ready,78,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Artiodactyla,Monodontidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,3672,580,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Delphinapterus_leucas/gbif-download/cleaned/Delphinapterus_leucas_cleaned.csv,,,not_run,,not_audited,,
Phocoenoides dalli,Phocoenoides dalli,host,yes,FALSE,Phocoenoides dalli,occurrences_ready,79,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Artiodactyla,Phocoenidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,3440,169,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Phocoenoides_dalli/gbif-download/cleaned/Phocoenoides_dalli_cleaned.csv,,,not_run,,not_audited,,
Phacochoerus aethiopicus,Phacochoerus aethiopicus,host,yes,FALSE,Phacochoerus aethiopicus,occurrences_ready,80,gbif-download,gbif-download,2000,2026,20,2,Crimean-Congo hemorrhagic fever; Rift Valley fever,Crimean-Congo hemorrhagic fever; Rift Valley fever,,Chordata,Mammalia,Artiodactyla,Suidae,FALSE,TRUE,TRUE,1,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,522,514,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Phacochoerus_aethiopicus/gbif-download/cleaned/Phacochoerus_aethiopicus_cleaned.csv,,,not_run,,not_audited,,
Odobenus rosmarus,Odobenus rosmarus,host,yes,FALSE,Odobenus rosmarus,occurrences_ready,81,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Carnivora,Odobenidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,8830,1919,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Odobenus_rosmarus/gbif-download/cleaned/Odobenus_rosmarus_cleaned.csv,,,not_run,,not_audited,,
Cystophora cristata,Cystophora cristata,host,yes,FALSE,Cystophora cristata,occurrences_ready,82,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Carnivora,Phocidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,753,76,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Cystophora_cristata/gbif-download/cleaned/Cystophora_cristata_cleaned.csv,,,not_run,,not_audited,,
Phoca groenlandica,Phoca groenlandica,host,yes,FALSE,Phoca groenlandica,occurrences_ready,83,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Carnivora,Phocidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,11,5,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Phoca_groenlandica/gbif-download/cleaned/Phoca_groenlandica_cleaned.csv,,,not_run,,not_audited,,
Pusa hispida,Pusa hispida,host,yes,FALSE,Pusa hispida,occurrences_ready,84,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Carnivora,Phocidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,16830,2394,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pusa_hispida/gbif-download/cleaned/Pusa_hispida_cleaned.csv,,,not_run,,not_audited,,
Pusa sibirica,Pusa sibirica,host,yes,FALSE,Pusa sibirica,occurrences_ready,85,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Carnivora,Phocidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,99,93,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pusa_sibirica/gbif-download/cleaned/Pusa_sibirica_cleaned.csv,,,not_run,,not_audited,,
Lyroderma lyra,Lyroderma lyra,host,yes,FALSE,Lyroderma lyra,occurrences_ready,86,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Chiroptera,Megadermatidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,107,104,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Lyroderma_lyra/gbif-download/cleaned/Lyroderma_lyra_cleaned.csv,,,not_run,,not_audited,,
Pteronotus parnellii,Pteronotus parnellii,host,yes,FALSE,Pteronotus parnellii,occurrences_ready,87,gbif-download,gbif-download,2000,2026,20,2,Dengue; Yellow fever,Dengue; Yellow fever,,Chordata,Mammalia,Chiroptera,Mormoopidae,FALSE,TRUE,TRUE,0,0,0,5,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,767,751,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pteronotus_parnellii/gbif-download/cleaned/Pteronotus_parnellii_cleaned.csv,,,not_run,,not_audited,,
Artibeus cinereus,Artibeus cinereus,host,yes,FALSE,Artibeus cinereus,occurrences_ready,88,gbif-download,gbif-download,2000,2026,20,2,Dengue; Yellow fever,Dengue; Yellow fever,,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,TRUE,TRUE,0,0,0,4,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,355,331,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Artibeus_cinereus/gbif-download/cleaned/Artibeus_cinereus_cleaned.csv,,,not_run,,not_audited,,
Cercopithecus mona,Cercopithecus mona,host,yes,FALSE,Cercopithecus mona,occurrences_ready,89,gbif-download,gbif-download,2000,2026,20,2,Mpox (Monkeypox); Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,TRUE,1,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,344,241,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Cercopithecus_mona/gbif-download/cleaned/Cercopithecus_mona_cleaned.csv,,,not_run,,not_audited,,
Piliocolobus badius,Piliocolobus badius,host,yes,FALSE,Piliocolobus badius,occurrences_ready,90,gbif-download,gbif-download,2000,2026,20,2,Mpox (Monkeypox); Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,TRUE,2,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,391,342,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Piliocolobus_badius/gbif-download/cleaned/Piliocolobus_badius_cleaned.csv,,,not_run,,not_audited,,
Galago senegalensis,Galago senegalensis,host,yes,FALSE,Galago senegalensis,occurrences_ready,91,gbif-download,gbif-download,2000,2026,20,2,Chikungunya fever; Yellow fever,Chikungunya fever; Yellow fever,,Chordata,Mammalia,Primates,Galagidae,FALSE,TRUE,TRUE,1,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,221,218,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Galago_senegalensis/gbif-download/cleaned/Galago_senegalensis_cleaned.csv,,,not_run,,not_audited,,
Clethrionomys gapperi,Clethrionomys gapperi,host,yes,FALSE,Clethrionomys gapperi,occurrences_ready,92,gbif-download,gbif-download,2000,2026,20,2,Hantavirus pulmonary syndrome; Hepatitis E,Hantavirus pulmonary syndrome; Hepatitis E,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,5,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,4592,4561,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Clethrionomys_gapperi/gbif-download/cleaned/Clethrionomys_gapperi_cleaned.csv,,,not_run,,not_audited,,
Neotoma mexicana,Neotoma mexicana,host,yes,FALSE,Neotoma mexicana,occurrences_ready,93,gbif-download,gbif-download,2000,2026,20,2,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1439,1439,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Neotoma_mexicana/gbif-download/cleaned/Neotoma_mexicana_cleaned.csv,,,not_run,,not_audited,,
Acomys cahirinus,Acomys cahirinus,host,yes,FALSE,Acomys cahirinus,occurrences_ready,94,gbif-download,gbif-download,2000,2026,20,2,Rift Valley fever; West Nile fever,Rift Valley fever; West Nile fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,36,30,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Acomys_cahirinus/gbif-download/cleaned/Acomys_cahirinus_cleaned.csv,,,not_run,,not_audited,,
Bandicota bengalensis,Bandicota bengalensis,host,yes,FALSE,Bandicota bengalensis,occurrences_ready,95,gbif-download,gbif-download,2000,2026,20,2,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,38,35,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Bandicota_bengalensis/gbif-download/cleaned/Bandicota_bengalensis_cleaned.csv,,,not_run,,not_audited,,
Meriones crassus,Meriones crassus,host,yes,FALSE,Meriones crassus,occurrences_ready,96,gbif-download,gbif-download,2000,2026,20,2,Crimean-Congo hemorrhagic fever; Rift Valley fever,Crimean-Congo hemorrhagic fever; Rift Valley fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,55,49,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Meriones_crassus/gbif-download/cleaned/Meriones_crassus_cleaned.csv,,,not_run,,not_audited,,
Micaelamys namaquensis,Micaelamys namaquensis,host,yes,FALSE,Micaelamys namaquensis,occurrences_ready,97,gbif-download,gbif-download,2000,2026,20,2,Crimean-Congo hemorrhagic fever; Rift Valley fever,Crimean-Congo hemorrhagic fever; Rift Valley fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,237,237,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Micaelamys_namaquensis/gbif-download/cleaned/Micaelamys_namaquensis_cleaned.csv,,,not_run,,not_audited,,
Tatera indica,Tatera indica,host,yes,FALSE,Tatera indica,occurrences_ready,98,gbif-download,gbif-download,2000,2026,20,2,Crimean-Congo hemorrhagic fever; West Nile fever,Crimean-Congo hemorrhagic fever; West Nile fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,4,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,87,87,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Tatera_indica/gbif-download/cleaned/Tatera_indica_cleaned.csv,,,not_run,,not_audited,,
Litocranius walleri,Litocranius walleri,host,yes,FALSE,Litocranius walleri,occurrences_ready,99,gbif-download,gbif-download,2000,2026,20,1,Rift Valley fever,Rift Valley fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,963,963,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Litocranius_walleri/gbif-download/cleaned/Litocranius_walleri_cleaned.csv,,,not_run,,not_audited,,
Redunca arundinum,Redunca arundinum,host,yes,FALSE,Redunca arundinum,occurrences_ready,100,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,1,0,0,3,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1258,1249,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Redunca_arundinum/gbif-download/cleaned/Redunca_arundinum_cleaned.csv,,,not_run,,not_audited,,
Redunca fulvorufula,Redunca fulvorufula,host,yes,FALSE,Redunca fulvorufula,occurrences_ready,101,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,434,378,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Redunca_fulvorufula/gbif-download/cleaned/Redunca_fulvorufula_cleaned.csv,,,not_run,,not_audited,,
Sylvicapra grimmia,Sylvicapra grimmia,host,yes,FALSE,Sylvicapra grimmia,occurrences_ready,102,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,1,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,7912,7813,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Sylvicapra_grimmia/gbif-download/cleaned/Sylvicapra_grimmia_cleaned.csv,,,not_run,,not_audited,,
Tragelaphus angasii,Tragelaphus angasii,host,yes,FALSE,Tragelaphus angasii,occurrences_ready,103,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,1,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,4813,4494,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Tragelaphus_angasii/gbif-download/cleaned/Tragelaphus_angasii_cleaned.csv,,,not_run,,not_audited,,
Elaphodus cephalophus,Elaphodus cephalophus,host,yes,FALSE,Elaphodus cephalophus,occurrences_ready,104,gbif-download,gbif-download,2000,2026,20,1,Hepatitis E,Hepatitis E,,Chordata,Mammalia,Artiodactyla,Cervidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,101,93,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Elaphodus_cephalophus/gbif-download/cleaned/Elaphodus_cephalophus_cleaned.csv,,,not_run,,not_audited,,
Rucervus duvaucelii,Rucervus duvaucelii,host,yes,FALSE,Rucervus duvaucelii,occurrences_ready,105,gbif-download,gbif-download,2000,2026,20,1,Hepatitis E,Hepatitis E,,Chordata,Mammalia,Artiodactyla,Cervidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,383,377,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Rucervus_duvaucelii/gbif-download/cleaned/Rucervus_duvaucelii_cleaned.csv,,,not_run,,not_audited,,
Babyrousa babyrussa,Babyrousa babyrussa,host,yes,FALSE,Babyrousa babyrussa,occurrences_ready,106,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Artiodactyla,Suidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,3,2,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Babyrousa_babyrussa/gbif-download/cleaned/Babyrousa_babyrussa_cleaned.csv,,,not_run,,not_audited,,
Eira barbara,Eira barbara,host,yes,FALSE,Eira barbara,occurrences_ready,107,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Carnivora,Mustelidae,FALSE,TRUE,TRUE,0,0,0,2,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,3649,3585,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Eira_barbara/gbif-download/cleaned/Eira_barbara_cleaned.csv,,,not_run,,not_audited,,
Galictis cuja,Galictis cuja,host,yes,FALSE,Galictis cuja,occurrences_ready,108,gbif-download,gbif-download,2000,2026,20,1,Argentine hemorrhagic fever,Argentine hemorrhagic fever,,Chordata,Mammalia,Carnivora,Mustelidae,FALSE,TRUE,TRUE,1,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,807,796,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Galictis_cuja/gbif-download/cleaned/Galictis_cuja_cleaned.csv,,,not_run,,not_audited,,
Anoura geoffroyi,Anoura geoffroyi,host,yes,FALSE,Anoura geoffroyi,occurrences_ready,109,gbif-download,gbif-download,2000,2026,20,1,Dengue,Dengue,,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,TRUE,TRUE,1,0,0,3,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,876,858,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Anoura_geoffroyi/gbif-download/cleaned/Anoura_geoffroyi_cleaned.csv,,,not_run,,not_audited,,
Platyrrhinus helleri,Platyrrhinus helleri,host,yes,FALSE,Platyrrhinus helleri,occurrences_ready,110,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,TRUE,TRUE,0,0,0,3,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1318,1232,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Platyrrhinus_helleri/gbif-download/cleaned/Platyrrhinus_helleri_cleaned.csv,,,not_run,,not_audited,,
Dobsonia andersoni,Dobsonia andersoni,host,yes,FALSE,Dobsonia andersoni,occurrences_ready,111,gbif-download,gbif-download,2000,2026,20,1,Hendra,Hendra,,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,7,7,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Dobsonia_andersoni/gbif-download/cleaned/Dobsonia_andersoni_cleaned.csv,,,not_run,,not_audited,,
Dobsonia moluccensis,Dobsonia moluccensis,host,yes,FALSE,Dobsonia moluccensis,occurrences_ready,112,gbif-download,gbif-download,2000,2026,20,1,Hendra,Hendra,,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,56,50,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Dobsonia_moluccensis/gbif-download/cleaned/Dobsonia_moluccensis_cleaned.csv,,,not_run,,not_audited,,
Epomophorus gambianus,Epomophorus gambianus,host,yes,FALSE,Epomophorus gambianus,occurrences_ready,113,gbif-download,gbif-download,2000,2026,20,1,Nipah virus disease,Nipah virus disease,,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2166,1650,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Epomophorus_gambianus/gbif-download/cleaned/Epomophorus_gambianus_cleaned.csv,,,not_run,,not_audited,,
Pteropus admiralitatum,Pteropus admiralitatum,host,yes,FALSE,Pteropus admiralitatum,occurrences_ready,114,gbif-download,gbif-download,2000,2026,20,1,Hendra,Hendra,,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,28,19,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pteropus_admiralitatum/gbif-download/cleaned/Pteropus_admiralitatum_cleaned.csv,,,not_run,,not_audited,,
Pteropus capistratus,Pteropus capistratus,host,yes,FALSE,Pteropus capistratus,occurrences_ready,115,gbif-download,gbif-download,2000,2026,20,1,Hendra,Hendra,,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2,2,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pteropus_capistratus/gbif-download/cleaned/Pteropus_capistratus_cleaned.csv,,,not_run,,not_audited,,
Pteropus neohibernicus,Pteropus neohibernicus,host,yes,FALSE,Pteropus neohibernicus,occurrences_ready,116,gbif-download,gbif-download,2000,2026,20,1,Hendra,Hendra,,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,62,51,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pteropus_neohibernicus/gbif-download/cleaned/Pteropus_neohibernicus_cleaned.csv,,,not_run,,not_audited,,
Pteropus pumilus,Pteropus pumilus,host,yes,FALSE,Pteropus pumilus,occurrences_ready,117,gbif-download,gbif-download,2000,2026,20,1,Nipah virus disease,Nipah virus disease,,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,75,60,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pteropus_pumilus/gbif-download/cleaned/Pteropus_pumilus_cleaned.csv,,,not_run,,not_audited,,
Pteropus rodricensis,Pteropus rodricensis,host,yes,FALSE,Pteropus rodricensis,pending,118,gbif-download,gbif-download,2000,2026,20,1,Nipah virus disease,Nipah virus disease,,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
